dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,regist,cnt,casual_lag2,regist_lag2,cnt_lag2,temp_inc,casual_avg_aheadWeek,regist_avg_aheadWeek,cnt_avg_aheadWeek,casual_avg_ahead3days,regist_avg_ahead3days,cnt_avg_ahead3days,casual_avg_aheadMonth,regist_avg_aheadMonth,cnt_avg_aheadMonth,casual_median_LastWeek,regist_median_LastWeek,cnt_median_LastWeek,casual_inc_ratio_monthly,regist_inc_ratio_monthly,cnt_inc_ratio_monthly,casual_inc_ratio_weekly,regist_inc_ratio_weekly,cnt_inc_ratio_weekly,casual_inc_ratio,regist_inc_ratio,cnt_inc_ratio
2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,95.0,2273.0,2368.0,0.257,360.571,2033.143,2393.714,355.8,1911.0,2266.8,250.71,2375.29,2626.0,254.0,2147.0,2368.0,-0.621,-0.043,-0.098,-0.737,0.118,-0.011,2.232,0.668,0.731
2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,140.0,3132.0,3272.0,0.177,344.286,2170.714,2515.0,250.8,2173.4,2424.2,247.71,2360.903,2608.613,244.0,2147.0,2368.0,-0.435,0.327,0.254,-0.593,0.443,0.301,6.643,0.102,0.382
2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.19154200000000002,599,2826,3425,307.0,3791.0,4098.0,-0.142,318.0,2354.0,2672.0,175.0,2610.0,2785.0,253.548,2403.581,2657.129,244.0,2147.0,2368.0,0.211,0.577,0.542,-0.035,0.61,0.534,0.951,-0.255,-0.164
2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,1070.0,3451.0,4521.0,-0.336,375.857,2587.0,2962.857,340.2,2958.8,3299.0,286.452,2493.774,2780.226,244.0,2273.0,2368.0,2.735,0.384,0.626,1.847,0.334,0.526,-0.901,-0.342,-0.474
2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,599.0,2826.0,3425.0,0.377,363.429,2761.0,3124.429,442.2,3094.6,3536.8,300.935,2482.613,2783.548,244.0,2826.0,3272.0,0.99,0.138,0.23,0.648,0.024,0.096,-0.711,0.212,0.051
2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,106.0,2270.0,2376.0,-0.112,343.714,2841.429,3185.143,444.4,3094.0,3538.4,295.935,2447.484,2743.419,140.0,2826.0,3272.0,-0.642,-0.073,-0.134,-0.692,-0.201,-0.254,-0.132,-0.081,-0.084
2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.18096700000000002,269,3828,4097,173.0,3425.0,3598.0,0.395,355.714,3024.0,3379.714,451.0,3152.6,3603.6,285.323,2471.258,2756.581,173.0,3132.0,3425.0,-0.394,0.386,0.305,-0.514,0.133,0.065,0.555,0.118,0.139
2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,92.0,2085.0,2177.0,-0.283,355.286,2997.143,3352.429,408.0,2811.4,3219.4,276.129,2462.194,2738.323,173.0,3132.0,3425.0,-0.667,-0.153,-0.205,-0.741,-0.304,-0.351,0.891,0.458,0.476
2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,269.0,3828.0,4097.0,-0.343,373.714,3096.571,3470.286,247.8,2886.8,3134.6,280.194,2483.516,2763.71,269.0,3425.0,3598.0,-0.04,0.541,0.482,-0.28,0.236,0.181,0.238,-0.436,-0.392
2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,174.0,3040.0,3214.0,-0.074,354.714,2989.286,3344.0,162.8,2929.6,3092.4,280.806,2472.935,2753.742,174.0,3040.0,3425.0,-0.38,0.229,0.167,-0.509,0.017,-0.039,0.632,-0.333,-0.281
2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.23135799999999998,217,2081,2298,333.0,2160.0,2493.0,0.14,249.429,2804.857,3054.286,208.2,2907.6,3115.8,285.806,2427.71,2713.516,174.0,2826.0,3214.0,0.165,-0.11,-0.081,0.335,-0.23,-0.184,-0.348,-0.037,-0.078
2012-01-17,1,1,1,0,2,1,2,0.37304299999999996,0.36427800000000005,0.716087,0.34913,127,2808,2935,284.0,2027.0,2311.0,0.963,204.429,2690.714,2895.143,230.4,2628.0,2858.4,289.129,2379.29,2668.419,174.0,2270.0,2493.0,-0.018,-0.148,-0.134,0.389,-0.247,-0.202,-0.553,0.385,0.27
2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,217.0,2081.0,2298.0,-0.187,220.286,2663.714,2884.0,255.4,2627.2,2882.6,290.387,2336.774,2627.161,217.0,2160.0,2493.0,-0.253,-0.109,-0.125,-0.015,-0.219,-0.203,-0.498,0.57,0.469
2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,127.0,2808.0,2935.0,-0.374,213.714,2575.571,2789.286,227.0,2423.2,2650.2,285.613,2347.871,2633.484,217.0,2160.0,2493.0,-0.555,0.196,0.114,-0.406,0.09,0.052,0.024,0.126,0.122
2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,109.0,3267.0,3376.0,0.145,216.143,2744.429,2960.571,214.0,2468.6,2682.6,282.032,2381.935,2663.968,217.0,2808.0,2935.0,-0.614,0.372,0.267,-0.496,0.19,0.14,0.055,-0.067,-0.063
2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,130.0,3162.0,3292.0,-0.203,196.286,2649.286,2845.571,173.4,2669.0,2842.4,277.839,2382.548,2660.387,174.0,2808.0,2935.0,-0.532,0.327,0.237,-0.338,0.194,0.157,-0.485,-0.61,-0.605
2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,115.0,3048.0,3163.0,-0.062,187.857,2650.429,2838.286,139.6,2873.2,3012.8,274.581,2366.871,2641.452,130.0,2808.0,2935.0,-0.581,0.288,0.197,-0.388,0.15,0.114,0.704,-0.416,-0.375
2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.11070799999999999,145,2287,2432,67.0,1234.0,1301.0,0.344,149.857,2518.143,2668.0,109.6,2703.8,2813.4,273.29,2324.323,2597.613,127.0,2808.0,2935.0,-0.755,-0.469,-0.499,-0.553,-0.51,-0.512,1.164,0.853,0.869
2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,196.0,1781.0,1977.0,0.569,137.286,2483.0,2620.286,123.4,2498.4,2621.8,272.29,2290.129,2562.419,127.0,2808.0,2935.0,-0.28,-0.222,-0.228,0.428,-0.283,-0.246,1.24,1.19,1.195
2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,145.0,2287.0,2432.0,-0.141,127.0,2512.429,2639.429,130.6,2302.4,2433.0,271.71,2297.903,2569.613,127.0,2808.0,2935.0,-0.466,-0.005,-0.054,0.142,-0.09,-0.079,2.221,0.663,0.756
2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.07339580000000001,244,3831,4075,439.0,3900.0,4339.0,0.161,171.571,2668.429,2840.0,192.4,2450.0,2642.4,280.871,2396.097,2676.968,130.0,3048.0,3163.0,0.563,0.628,0.621,1.559,0.462,0.528,-0.444,-0.018,-0.061
2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,467.0,3803.0,4270.0,0.244,222.714,2745.0,2967.714,262.8,2601.0,2863.8,286.161,2504.226,2790.387,145.0,3048.0,3163.0,0.632,0.519,0.53,1.097,0.385,0.439,-0.424,-0.162,-0.191
2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,244.0,3831.0,4075.0,-0.257,239.0,2840.571,3079.571,298.2,3120.4,3418.6,280.161,2599.194,2879.355,196.0,3048.0,3163.0,-0.129,0.474,0.415,0.021,0.349,0.323,2.176,-0.152,-0.013
2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,269.0,3187.0,3456.0,-0.106,261.0,2860.429,3121.429,312.8,3401.6,3714.4,285.516,2667.839,2953.355,244.0,3187.0,3456.0,-0.058,0.195,0.17,0.031,0.114,0.107,1.074,-0.158,-0.062
2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,775.0,3248.0,4023.0,-0.047,362.143,3148.143,3510.286,438.8,3593.8,4032.6,302.29,2706.581,3008.871,269.0,3248.0,4023.0,1.564,0.2,0.337,1.14,0.032,0.146,-0.837,0.077,-0.099
2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,558.0,2685.0,3243.0,0.449,413.857,3277.286,3691.143,462.6,3350.8,3813.4,312.097,2723.226,3035.323,439.0,3248.0,4023.0,0.788,-0.014,0.068,0.348,-0.181,-0.121,-0.419,0.559,0.39
2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,126.0,3498.0,3624.0,0.203,411.143,3450.286,3861.429,394.4,3289.8,3684.2,300.323,2755.161,3055.484,439.0,3498.0,4023.0,-0.58,0.27,0.186,-0.694,0.014,-0.061,1.413,0.222,0.264
2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,324.0,4185.0,4509.0,-0.149,394.714,3491.0,3885.714,410.4,3360.6,3771.0,289.323,2831.452,3120.774,324.0,3498.0,4023.0,0.12,0.478,0.445,-0.179,0.199,0.16,-0.414,-0.147,-0.166
2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.17849600000000002,310,3841,4151,304.0,4275.0,4579.0,-0.215,371.429,3558.429,3929.857,417.4,3578.2,3995.6,277.0,2917.484,3194.484,304.0,3498.0,4023.0,0.097,0.465,0.433,-0.182,0.201,0.165,0.02,-0.102,-0.093
2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,190.0,3571.0,3761.0,-0.157,363.714,3521.286,3885.0,300.4,3642.8,3943.2,275.258,2977.613,3252.871,304.0,3498.0,3761.0,-0.31,0.199,0.156,-0.478,0.014,-0.032,1.021,-0.314,-0.247
2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,310.0,3841.0,4151.0,0.006,369.571,3614.714,3984.286,250.8,3874.0,4124.8,282.387,3032.258,3314.645,310.0,3571.0,4023.0,0.098,0.267,0.252,-0.161,0.063,0.042,0.026,-0.316,-0.29
2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,384.0,2448.0,2832.0,0.063,313.714,3500.429,3814.143,302.4,3664.0,3966.4,291.71,3037.903,3329.613,310.0,3571.0,3761.0,0.316,-0.194,-0.149,0.224,-0.301,-0.258,-0.464,0.462,0.336
2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,318.0,2629.0,2947.0,0.253,279.429,3492.429,3771.857,301.2,3352.8,3654.0,297.452,3021.677,3319.129,310.0,3571.0,3761.0,0.069,-0.13,-0.112,0.138,-0.247,-0.219,-0.374,0.588,0.485
2012-02-08,1,1,2,0,3,1,2,0.25666700000000003,0.266421,0.722917,0.133721,109,2693,2802,206.0,3578.0,3784.0,-0.275,290.857,3503.857,3794.714,281.6,3213.4,3495.0,294.194,3014.806,3309.0,310.0,3578.0,3784.0,-0.3,0.187,0.144,-0.292,0.021,-0.003,-0.471,-0.247,-0.26
2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,199.0,4176.0,4375.0,0.032,273.0,3502.571,3775.571,283.4,3334.4,3617.8,266.097,3038.194,3304.29,304.0,3578.0,3784.0,-0.252,0.375,0.324,-0.271,0.192,0.159,-0.181,-0.122,-0.125
2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.11692899999999999,227,3604,3831,109.0,2693.0,2802.0,0.06,245.143,3276.571,3521.714,243.2,3104.8,3348.0,250.29,3033.903,3284.194,206.0,3571.0,3761.0,-0.565,-0.112,-0.147,-0.555,-0.178,-0.204,1.083,0.338,0.367
2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,163.0,3667.0,3830.0,-0.202,241.286,3290.286,3531.571,199.0,3348.6,3547.6,252.129,3078.968,3331.097,206.0,3578.0,3784.0,-0.354,0.191,0.15,-0.324,0.114,0.085,0.178,-0.461,-0.434
2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.46458299999999997,0.40921199999999996,73,1456,1529,227.0,3604.0,3831.0,-0.431,229.429,3256.429,3485.857,180.8,3543.6,3724.4,253.871,3084.742,3338.613,206.0,3578.0,3784.0,-0.106,0.168,0.147,-0.011,0.107,0.099,-0.678,-0.596,-0.601
2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,192.0,1977.0,2169.0,0.745,202.0,3189.143,3391.143,178.0,3223.4,3401.4,257.097,3081.258,3338.355,199.0,3578.0,3784.0,-0.253,-0.358,-0.35,-0.05,-0.38,-0.36,-0.51,0.683,0.578
2012-02-14,1,1,2,0,2,1,2,0.31916700000000003,0.333946,0.50875,0.141179,135,3787,3922,73.0,1456.0,1529.0,0.434,167.0,3021.571,3188.571,152.8,2679.4,2832.2,250.774,3004.742,3255.516,192.0,3578.0,3784.0,-0.709,-0.515,-0.53,-0.563,-0.518,-0.52,0.849,1.601,1.565
2012-02-15,1,1,2,0,3,1,1,0.348333,0.35162899999999997,0.53125,0.1816,141,4028,4169,94.0,3328.0,3422.0,0.091,151.0,2985.857,3136.857,149.8,2806.4,2956.2,248.194,3014.032,3262.226,163.0,3328.0,3422.0,-0.621,0.104,0.049,-0.377,0.115,0.091,0.5,0.21,0.218
2012-02-16,1,1,2,0,4,1,2,0.31666700000000003,0.330162,0.7529170000000001,0.091425,74,2931,3005,135.0,3787.0,3922.0,-0.091,141.857,2930.286,3072.143,144.2,2830.4,2974.6,241.806,3066.516,3308.323,135.0,3328.0,3422.0,-0.442,0.235,0.185,-0.048,0.292,0.277,-0.452,-0.226,-0.234
2012-02-17,1,1,2,0,5,1,1,0.343333,0.35162899999999997,0.634583,0.205846,349,3805,4154,141.0,4028.0,4169.0,0.084,146.429,3121.0,3267.429,127.0,2915.2,3042.2,237.194,3131.065,3368.258,141.0,3604.0,3830.0,-0.406,0.286,0.238,-0.037,0.291,0.276,1.475,-0.055,-0.004
2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,74.0,2931.0,3005.0,0.01,133.714,3015.857,3149.571,103.4,3106.0,3209.4,232.581,3158.484,3391.065,135.0,3328.0,3422.0,-0.682,-0.072,-0.114,-0.447,-0.028,-0.046,18.392,-0.016,0.437
2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,349.0,3805.0,4154.0,-0.192,151.143,3044.571,3195.714,158.6,3575.8,3734.4,239.742,3190.645,3430.387,135.0,3328.0,3422.0,0.456,0.193,0.211,1.309,0.25,0.3,0.771,-0.456,-0.353
2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.22908299999999998,502,2627,3129,1435.0,2883.0,4318.0,0.0,328.714,3174.0,3502.714,426.8,3486.8,3913.6,282.516,3178.258,3460.774,135.0,3328.0,3922.0,4.079,-0.093,0.248,3.365,-0.092,0.233,-0.65,-0.089,-0.275
2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,618.0,2071.0,2689.0,0.028,406.571,3261.857,3668.429,523.4,3143.6,3667.0,298.258,3143.065,3441.323,141.0,3328.0,3922.0,1.072,-0.341,-0.219,0.52,-0.365,-0.267,-0.736,0.745,0.405
2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,502.0,2627.0,3129.0,0.375,464.857,3161.714,3626.571,595.6,2863.4,3459.0,310.742,3129.484,3440.226,349.0,2931.0,3922.0,0.615,-0.161,-0.09,0.08,-0.169,-0.137,-0.215,0.667,0.525
2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,163.0,3614.0,3777.0,0.147,468.857,3137.0,3605.857,613.4,3000.0,3613.4,313.839,3206.258,3520.097,349.0,2931.0,3777.0,-0.481,0.127,0.073,-0.652,0.152,0.047,2.166,0.258,0.34
2012-02-24,1,1,2,0,5,1,2,0.4075,0.41097100000000003,0.7375,0.237567,246,3241,3487,394.0,4379.0,4773.0,-0.103,505.0,3187.143,3692.143,622.4,3114.8,3737.2,320.226,3290.065,3610.29,394.0,2931.0,3777.0,0.23,0.331,0.322,-0.22,0.374,0.293,-0.376,-0.26,-0.269
2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,516.0,4546.0,5062.0,-0.286,568.143,3417.857,3986.0,438.6,3447.4,3886.0,332.194,3362.935,3695.129,502.0,3614.0,4154.0,0.553,0.352,0.37,-0.092,0.33,0.27,-0.386,-0.469,-0.46
2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,246.0,3241.0,3487.0,-0.04,553.429,3337.286,3890.714,364.2,3681.4,4045.6,325.968,3341.677,3667.645,502.0,3241.0,3777.0,-0.245,-0.03,-0.049,-0.555,-0.029,-0.104,1.093,-0.113,-0.028
2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.26803299999999997,253,4069,4322,317.0,2415.0,2732.0,0.313,393.714,3270.429,3664.143,327.2,3639.0,3966.2,321.129,3296.903,3618.032,394.0,3241.0,3487.0,-0.013,-0.267,-0.245,-0.195,-0.262,-0.254,-0.202,0.685,0.582
2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,515.0,2874.0,3389.0,-0.02,379.0,3385.143,3764.143,397.6,3491.0,3888.6,329.871,3266.032,3595.903,394.0,3241.0,3487.0,0.561,-0.12,-0.058,0.359,-0.151,-0.1,-0.555,0.438,0.287
2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,253.0,4069.0,4322.0,-0.041,343.429,3591.143,3934.571,369.4,3429.0,3798.4,329.355,3294.484,3623.839,317.0,3614.0,3777.0,-0.232,0.235,0.193,-0.263,0.133,0.098,-0.743,-0.565,-0.576
2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,229.0,4134.0,4363.0,0.411,352.857,3665.429,4018.286,312.0,3346.6,3658.6,311.742,3323.065,3634.806,317.0,4069.0,4322.0,-0.265,0.244,0.2,-0.351,0.128,0.086,0.419,0.128,0.144
2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,65.0,1769.0,1834.0,-0.273,305.857,3292.571,3598.429,275.8,3052.2,3328.0,295.839,3293.516,3589.355,253.0,3241.0,3487.0,-0.78,-0.463,-0.489,-0.787,-0.463,-0.49,2.785,0.666,0.742
2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,325.0,4665.0,4990.0,0.172,278.571,3309.571,3588.143,277.4,3502.2,3779.6,302.258,3331.161,3633.419,253.0,3241.0,3487.0,0.075,0.4,0.373,0.167,0.41,0.391,1.942,-0.333,-0.185
2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,246.0,2948.0,3194.0,-0.213,278.571,3267.714,3546.286,223.6,3517.0,3740.6,299.742,3291.258,3591.0,253.0,2948.0,3389.0,-0.179,-0.104,-0.111,-0.117,-0.098,-0.099,1.886,-0.08,0.072
2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,956.0,3110.0,4066.0,-0.253,369.857,3367.0,3736.857,364.2,3325.2,3689.4,320.774,3253.677,3574.452,253.0,3110.0,4066.0,1.98,-0.044,0.138,1.585,-0.076,0.088,-0.788,0.006,-0.18
2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,710.0,2713.0,3423.0,0.062,397.714,3344.0,3741.714,460.4,3041.0,3501.4,337.548,3226.0,3563.548,253.0,3110.0,4066.0,1.103,-0.159,-0.039,0.785,-0.189,-0.085,-0.689,0.377,0.156
2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,203.0,3130.0,3333.0,0.565,390.571,3209.857,3600.429,488.0,3313.2,3801.2,334.097,3203.065,3537.161,246.0,3110.0,3423.0,-0.392,-0.023,-0.058,-0.48,-0.025,-0.074,1.128,0.433,0.475
2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,221.0,3735.0,3956.0,0.305,389.429,3152.857,3542.286,467.2,3127.2,3594.4,328.839,3244.581,3573.419,246.0,3110.0,3423.0,-0.328,0.151,0.107,-0.433,0.185,0.117,1.199,0.311,0.36
2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,432.0,4484.0,4916.0,-0.221,441.857,3540.714,3982.571,504.4,3434.4,3938.8,332.516,3304.419,3636.935,325.0,3130.0,3956.0,0.299,0.357,0.352,-0.022,0.266,0.234,0.035,-0.081,-0.071
2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.35041700000000003,0.22575,968,3150,4118,486.0,4896.0,5382.0,-0.3,464.857,3573.714,4038.571,410.4,3791.6,4202.0,341.548,3346.935,3688.484,432.0,3130.0,3956.0,0.423,0.463,0.459,0.045,0.37,0.333,0.992,-0.357,-0.235
2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.47695699999999996,0.22258699999999998,1658,3253,4911,447.0,4122.0,4569.0,0.258,493.571,3741.429,4235.0,357.8,4073.4,4431.2,349.548,3345.194,3694.742,447.0,3735.0,4066.0,0.279,0.232,0.237,-0.094,0.102,0.079,2.709,-0.211,0.075
2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,968.0,3150.0,4118.0,0.29,495.286,3747.143,4242.429,510.8,4077.4,4588.2,377.258,3359.935,3737.194,447.0,3735.0,4118.0,1.566,-0.062,0.102,0.954,-0.159,-0.029,-0.134,0.416,0.287
2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,1658.0,3253.0,4911.0,0.211,630.714,3824.286,4455.0,798.2,3981.0,4779.2,425.484,3346.581,3772.065,447.0,3735.0,4569.0,2.897,-0.028,0.302,1.629,-0.149,0.102,-0.54,0.563,0.191
2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.11506199999999998,997,5315,6312,838.0,4460.0,5298.0,0.013,721.429,4014.286,4735.714,879.4,3976.2,4855.6,445.194,3374.194,3819.387,486.0,4122.0,4911.0,0.882,0.322,0.387,0.162,0.111,0.119,0.19,0.192,0.191
2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,762.0,5085.0,5847.0,-0.026,798.714,4207.143,5005.857,934.6,4014.0,4948.6,463.581,3474.452,3938.032,762.0,4460.0,4916.0,0.644,0.464,0.485,-0.046,0.209,0.168,0.319,0.02,0.059
2012-03-16,1,1,3,0,5,1,2,0.43583299999999997,0.436229,0.842083,0.113192,548,3830,4378,997.0,5315.0,6312.0,-0.218,879.429,4325.857,5205.286,1044.6,4252.6,5297.2,493.387,3598.935,4092.323,838.0,4460.0,5298.0,1.021,0.477,0.542,0.134,0.229,0.213,-0.45,-0.279,-0.306
2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,1005.0,5187.0,6192.0,0.18,953.571,4367.429,5321.0,1052.0,4660.0,5712.0,522.774,3658.903,4181.677,968.0,4460.0,5298.0,0.922,0.418,0.481,0.054,0.188,0.164,2.139,-0.098,0.266
2012-03-18,1,1,3,0,0,0,2,0.4725,0.46399999999999997,0.81,0.126883,2207,3685,5892,548.0,3830.0,4378.0,-0.081,968.0,4325.714,5293.714,830.0,4775.4,5605.4,536.097,3660.29,4196.387,968.0,4460.0,5298.0,0.022,0.046,0.043,-0.434,-0.115,-0.173,3.027,-0.038,0.346
2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.16231700000000002,982,5171,6153,3155.0,4681.0,7836.0,0.153,1280.429,4544.429,5824.857,1293.4,4819.6,6113.0,633.323,3681.355,4314.677,997.0,4681.0,5847.0,3.982,0.272,0.816,1.464,0.03,0.345,-0.689,0.105,-0.215
2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,2207.0,3685.0,5892.0,0.029,1358.857,4606.143,5965.0,1582.4,4539.6,6122.0,702.129,3705.677,4407.806,997.0,4681.0,5892.0,2.143,-0.006,0.337,0.624,-0.2,-0.012,-0.524,0.368,0.034
2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.08955830000000001,1122,5108,6230,982.0,5171.0,6153.0,-0.052,1379.429,4707.714,6087.143,1579.4,4510.8,6090.2,722.548,3749.742,4472.29,997.0,5085.0,6153.0,0.359,0.379,0.376,-0.288,0.098,0.011,0.143,-0.012,0.013
2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.11756199999999999,1334,5537,6871,1051.0,5042.0,6093.0,0.042,1420.714,4701.571,6122.286,1588.6,4481.8,6070.4,710.161,3819.387,4529.548,1005.0,5042.0,6153.0,0.48,0.32,0.345,-0.26,0.072,-0.005,0.269,0.098,0.128
2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,1122.0,5108.0,6230.0,0.086,1438.571,4672.0,6110.571,1703.4,4737.4,6440.8,726.419,3917.355,4643.774,1051.0,5042.0,6153.0,0.545,0.304,0.342,-0.22,0.093,0.02,1.201,0.154,0.342
2012-03-24,2,1,3,0,6,0,2,0.5025,0.48673299999999997,0.885417,0.19278299999999998,1033,2339,3372,1334.0,5537.0,6871.0,-0.165,1485.571,4722.0,6207.571,1339.2,4908.6,6247.8,753.258,4011.226,4764.484,1122.0,5042.0,6153.0,0.771,0.38,0.442,-0.102,0.173,0.107,-0.226,-0.578,-0.509
2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,2469.0,5893.0,8362.0,-0.129,1760.0,5016.714,6776.714,1391.6,5350.2,6741.8,827.645,4084.742,4912.387,1334.0,5108.0,6230.0,1.983,0.443,0.702,0.403,0.175,0.234,-0.38,-0.412,-0.403
2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,1033.0,2339.0,3372.0,0.019,1456.857,4682.143,6139.0,1401.8,4783.8,6185.6,848.258,4018.935,4867.194,1122.0,5108.0,6153.0,0.218,-0.418,-0.307,-0.291,-0.5,-0.451,-0.23,1.036,0.648
2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,1532.0,3464.0,4996.0,-0.275,1360.429,4650.571,6011.0,1498.0,4468.2,5966.2,881.032,3984.032,4865.065,1122.0,5108.0,6153.0,0.739,-0.131,0.027,0.126,-0.255,-0.169,-0.653,0.32,0.021
